conditions,cond_str,rebalance_days,top_n,val_annual,val_sharpe,val_win,val_dd,test_annual,test_sharpe,test_win,test_dd,robustness,final_score
"[('vol_ratio', '>', 1.0)]",vol_ratio > 1.0,20,20,3.0779254201881265,5.004595298367006,0.9444444444444444,0.0,5.857248855906261,6.6501305751909285,1.0,0.0,1.9029859584928666,3.340341299604165
"[('vol_ratio', '>', 0.8), ('vol_ratio', '>', 1.0)]",vol_ratio > 0.8 AND vol_ratio > 1.0,20,20,3.0779254201881265,5.004595298367006,0.9444444444444444,0.0,5.857248855906261,6.6501305751909285,1.0,0.0,1.9029859584928666,3.340341299604165
"[('vol_ratio_5', '>', 1.0)]",vol_ratio_5 > 1.0,30,10,2.7571680134121848,5.4649867011752935,1.0,0.0,5.3276067854067986,4.411113672353111,1.0,0.0,1.9322749863232018,3.31808001705868
"[('bb_position', '<', 0.5)]",bb_position < 0.5,20,20,2.7843802895123733,5.600659666143512,0.9411764705882353,0.0,3.305305991231901,8.479897848327356,1.0,0.0,1.1870885610279756,3.309805756804835
"[('vol_ratio', '>', 0.8), ('vol_ratio_5', '>', 1.0)]",vol_ratio > 0.8 AND vol_ratio_5 > 1.0,20,20,3.0806608465252685,4.832580590203625,0.9444444444444444,0.0,5.541339053810264,6.880527116508957,1.0,0.0,1.7987501155995271,3.2901046003237218
"[('vol_ratio', '>', 1.0)]",vol_ratio > 1.0,30,10,2.9293517752077176,4.750804541750122,0.9166666666666666,0.0,5.913985946338931,4.974616705594599,1.0,0.0,2.0188718870814264,3.189917250128895
"[('vol_ratio', '>', 0.8), ('vol_ratio', '>', 1.0)]",vol_ratio > 0.8 AND vol_ratio > 1.0,30,10,2.9293517752077176,4.750804541750122,0.9166666666666666,0.0,5.913985946338931,4.974616705594599,1.0,0.0,2.0188718870814264,3.189917250128895
"[('vol_ratio', '>', 0.8), ('volatility', '>', 0.03)]",vol_ratio > 0.8 AND volatility > 0.03,15,30,3.133979416769277,4.375122037241803,0.9583333333333334,0.0,5.231167921946833,10.49705267084242,1.0,0.0,1.6691774980894682,3.179526319557179
"[('bb_position', '<', 0.5)]",bb_position < 0.5,30,10,2.7526537134380176,5.122910751191751,0.9090909090909091,0.0,3.5846168595598926,14.653094283224725,1.0,0.0,1.3022403951722525,3.173648161110984
"[('vol_ratio', '>', 0.8), ('vol_ratio_5', '>', 1.0)]",vol_ratio > 0.8 AND vol_ratio_5 > 1.0,30,10,2.6691897147787134,5.057801478744094,0.9166666666666666,0.0,5.196093282167752,4.186239388375561,1.0,0.0,1.946693130652397,3.1519353010125846
"[('vol_ratio', '>', 0.8), ('volatility', '>', 0.03)]",vol_ratio > 0.8 AND volatility > 0.03,20,20,2.9284768940100205,4.526129779402279,0.9444444444444444,0.0,4.915446205119082,10.886704463137292,1.0,0.0,1.6784992277635031,3.1220773808256936
"[('vol_ratio', '>', 0.8)]",vol_ratio > 0.8,30,20,2.583371542906288,4.944030727115398,0.9166666666666666,0.0,4.478391730942693,5.851385871396165,1.0,0.0,1.7335453520961648,3.0748949895877633
"[('vol_ratio_5', '>', 1.0)]",vol_ratio_5 > 1.0,20,30,2.655263119112323,4.581938239628901,0.9444444444444444,0.0,4.688145500542323,7.5047377512617,1.0,0.0,1.765604872374987,3.002213031444832
"[('volatility', '>', 0.03)]",volatility > 0.03,30,20,2.5719554866724024,4.5046569492906565,0.9166666666666666,0.0,3.9476553045396723,11.626966132602847,1.0,0.0,1.5348847695832992,2.9373748281233985
"[('vol_ratio', '>', 0.8), ('volatility', '>', 0.03)]",vol_ratio > 0.8 AND volatility > 0.03,30,10,2.8578135296801532,3.9681839549396734,0.9166666666666666,0.0,4.250865430481219,8.86275826203442,1.0,0.0,1.487453742636937,2.916852699849366
"[('vol_ratio_5', '>', 1.0)]",vol_ratio_5 > 1.0,30,20,2.1210995411872973,5.095157938661842,0.9166666666666666,0.0,3.8934306713915787,5.2061547782889965,1.0,0.0,1.8355718794848304,2.8890971521922015
"[('vol_ratio', '>', 0.8), ('vol_ratio', '>', 1.0)]",vol_ratio > 0.8 AND vol_ratio > 1.0,20,30,2.5173102167168224,4.41333312276193,0.9444444444444444,0.0,4.870428061611909,6.8142294902889,1.0,0.0,1.9347746770615017,2.88265504518699
"[('vol_ratio', '>', 1.0)]",vol_ratio > 1.0,20,30,2.5173102167168224,4.41333312276193,0.9444444444444444,0.0,4.870428061611909,6.8142294902889,1.0,0.0,1.9347746770615017,2.88265504518699
"[('bb_position', '<', 0.5)]",bb_position < 0.5,20,30,2.3650386835734163,4.904971509625042,0.9411764705882353,0.0,2.7022664587628005,7.216746786692918,1.0,0.0,1.1425886931709106,2.8825285333084034
"[('vol_ratio', '>', 0.8), ('vol_ratio_5', '>', 1.0)]",vol_ratio > 0.8 AND vol_ratio_5 > 1.0,20,30,2.532938940207017,4.28819120119263,0.9444444444444444,0.0,4.591741643681598,7.138533949155971,1.0,0.0,1.8128118174480412,2.852926830461297
"[('vol_ratio', '>', 0.8)]",vol_ratio > 0.8,30,30,2.1822360550004074,4.672744647226751,0.9166666666666666,0.0,3.7443758446258006,5.948742912102156,1.0,0.0,1.7158436348102137,2.792941421668229
"[('bb_position', '<', 0.5)]",bb_position < 0.5,30,20,2.1300734066649767,4.678990230890896,0.9090909090909091,0.0,2.8642750644888704,12.13172093695808,1.0,0.0,1.3446837350894034,2.7376705196176374
"[('vol_ratio', '>', 0.8), ('vol_ratio_5', '>', 1.0)]",vol_ratio > 0.8 AND vol_ratio_5 > 1.0,30,20,2.0203494725047864,4.617960402389435,0.9166666666666666,0.0,3.7922889780417894,4.8790731944638095,1.0,0.0,1.877046040623947,2.6955628569692234
"[('vol_ratio', '>', 0.8), ('vol_ratio', '>', 1.0)]",vol_ratio > 0.8 AND vol_ratio > 1.0,30,20,2.190986430146001,4.277832360193219,0.9166666666666666,0.0,4.208578737596736,5.430698014656933,1.0,0.0,1.9208602480099741,2.678842923130966
"[('vol_ratio', '>', 1.0)]",vol_ratio > 1.0,30,20,2.190986430146001,4.277832360193219,0.9166666666666666,0.0,4.208578737596736,5.430698014656933,1.0,0.0,1.9208602480099741,2.678842923130966
